Real distance: 0.0083, model distance: 0.0173, diff: 0.0090
Real distance: 0.0114, model distance: 0.0181, diff: 0.0067
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0102, model distance: 0.0299, diff: 0.0197
Real distance: 0.0102, model distance: 0.0176, diff: 0.0074
Real distance: 0.0094, model distance: 0.0040, diff: 0.0054
Real distance: 0.0084, model distance: 0.0089, diff: 0.0005
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0104, model distance: 0.0292, diff: 0.0189
Real distance: 0.0092, model distance: 0.0669, diff: 0.0578
Real distance: 0.0099, model distance: 0.0736, diff: 0.0637
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0100, model distance: 0.0057, diff: 0.0043
Real distance: 0.0092, model distance: 0.0116, diff: 0.0023
Real distance: 0.0085, model distance: 0.0414, diff: 0.0329
Real distance: 0.0081, model distance: 0.0098, diff: 0.0017
Real distance: 0.0096, model distance: 0.0103, diff: 0.0007
Real distance: 0.0090, model distance: 0.0115, diff: 0.0025
Real distance: 0.0085, model distance: 0.0220, diff: 0.0135
Real distance: 0.6620, model distance: 0.0139, diff: 0.6481
Real distance: 0.0105, model distance: 0.0151, diff: 0.0047
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0086, model distance: 0.0111, diff: 0.0025
Real distance: 0.0085, model distance: 0.0040, diff: 0.0045
Real distance: 0.0091, model distance: 0.0207, diff: 0.0116
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0091, model distance: 0.0264, diff: 0.0174
Real distance: 0.0094, model distance: 0.0097, diff: 0.0003
Real distance: 0.0087, model distance: 0.0124, diff: 0.0037
Real distance: 0.0096, model distance: 0.0549, diff: 0.0453
Real distance: 0.0088, model distance: 0.0039, diff: 0.0049
Real distance: 0.0084, model distance: 0.0182, diff: 0.0098
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0084, model distance: 0.0074, diff: 0.0010
Real distance: 0.0098, model distance: 0.1016, diff: 0.0918
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0096, model distance: 0.0080, diff: 0.0016
Real distance: 0.0087, model distance: 0.1911, diff: 0.1824
Real distance: 0.0092, model distance: 0.0294, diff: 0.0201
Real distance: 0.0090, model distance: 0.0421, diff: 0.0331
Real distance: 0.0101, model distance: 0.0208, diff: 0.0106
Real distance: 0.0089, model distance: 0.0464, diff: 0.0375
Real distance: 0.0114, model distance: 0.0098, diff: 0.0017
Real distance: 0.0097, model distance: 0.0196, diff: 0.0099
Real distance: 0.0081, model distance: 0.0135, diff: 0.0054
Real distance: 0.0098, model distance: 0.0157, diff: 0.0059
Real distance: 0.0092, model distance: 0.0616, diff: 0.0524
Real distance: 0.0083, model distance: 0.0195, diff: 0.0112
Real distance: 0.0088, model distance: 0.0085, diff: 0.0003
Real distance: 0.0092, model distance: 0.0191, diff: 0.0098
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0095, model distance: 0.0084, diff: 0.0011
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0090, model distance: 0.0059, diff: 0.0031
